Report Date,Route,Time,Day,Location,Incident,Min Delay,Min Gap,Direction,Vehicle
2018-01-01T00:00:00Z,512,1899-12-31T00:11:00Z,Monday,St Clair station,Mechanical,10,20,W/B,4441
2018-01-01T00:00:00Z,501,1899-12-31T00:14:00Z,Monday,Queen and Neville loop,Mechanical,12,24,E/B,4091
2018-01-01T00:00:00Z,501,1899-12-31T01:51:00Z,Monday,Lakeshore and Long branch,Mechanical,8,16,W/B,8039
2018-01-01T00:00:00Z,301,1899-12-31T03:14:00Z,Monday,Queen and Roncy,Mechanical,12,24,W/B,4024
2018-01-01T00:00:00Z,505,1899-12-31T03:27:00Z,Monday,Dundas West Station,Mechanical,42,53,E/B,4004
2018-01-01T00:00:00Z,501,1899-12-31T05:50:00Z,Monday,Lakeshore and Longbranch,Mechanical,7,14,W/B,1409
2018-01-01T00:00:00Z,504,1899-12-31T05:53:00Z,Monday,LAKESHORE/QUEEN,Mechanical,9,16,N/B,4450
2018-01-01T00:00:00Z,504,1899-12-31T06:24:00Z,Monday,Roncy Yard,Mechanical,9,17,N/B,4199
2018-01-01T00:00:00Z,501,1899-12-31T07:18:00Z,Monday,Queen and Spadina,Mechanical,80,16,W/B,4229
2018-01-01T00:00:00Z,501,1899-12-31T07:28:00Z,Monday,Queen and Roncy,Mechanical,8,16,W/B,4208
2018-01-01T00:00:00Z,505,1899-12-31T08:13:00Z,Monday,DWS,Mechanical,7,14,E/B,4184
2018-01-01T00:00:00Z,501,1899-12-31T09:09:00Z,Monday,Roncy yard,Mechanical,14,21,E/B,4153
2018-01-01T00:00:00Z,504,1899-12-31T09:16:00Z,Monday,Roncy car House,Mechanical,6,9,N/B,4077
2018-01-01T00:00:00Z,504,1899-12-31T09:54:00Z,Monday,Roncy Yard,Mechanical,7,13,N/B,4197
2018-01-01T00:00:00Z,514,1899-12-31T10:32:00Z,Monday,EXHIBITION LOOP,Mechanical,14,28,E/B,4415
2018-01-01T00:00:00Z,505,1899-12-31T11:14:00Z,Monday,DWS,Mechanical,26,32,E/B,4117
2018-01-01T00:00:00Z,501,1899-12-31T11:46:00Z,Monday,Russell Yard,Mechanical,19,27,W/B,4024
2018-01-01T00:00:00Z,505,1899-12-31T13:23:00Z,Monday,DWS,Mechanical,6,12,E/B,4103
2018-01-01T00:00:00Z,506,1899-12-31T13:55:00Z,Monday,main station,Mechanical,6,12,W/B,4135
2018-01-01T00:00:00Z,501,1899-12-31T14:09:00Z,Monday,Parliament and queen,Mechanical,6,12,W/B,4246
2018-01-01T00:00:00Z,511,1899-12-31T14:18:00Z,Monday,King,Mechanical,0,0,S/B,1701
2018-01-01T00:00:00Z,504,1899-12-31T15:08:00Z,Monday,Dundas W. Stn,Mechanical,7,13,S/B,4094
2018-01-01T00:00:00Z,501,1899-12-31T17:15:00Z,Monday,Kipling and Burnhamthorpe,Mechanical,6,12,W/B,1409
2018-01-01T00:00:00Z,512,1899-12-31T17:31:00Z,Monday,St Clair west station,Mechanical,1,1,W/B,4454
2018-01-01T00:00:00Z,505,1899-12-31T17:52:00Z,Monday,Dundas West STN,Mechanical,6,12,E/B,4143
2018-01-01T00:00:00Z,505,1899-12-31T18:25:00Z,Monday,Broadview STN,Mechanical,6,12,W/B,4182
2018-01-01T00:00:00Z,504,1899-12-31T18:37:00Z,Monday,Broadview Stn,Mechanical,6,13,S/B,4455
2018-01-01T00:00:00Z,506,1899-12-31T22:49:00Z,Monday,High Park loop,Mechanical,8,16,E/B,4186
2018-01-01T00:00:00Z,505,1899-12-31T23:23:00Z,Monday,Broadview STN,Mechanical,6,12,W/B,4164
2018-01-01T00:00:00Z,510,1899-12-31T05:35:00Z,Monday,Spadina and Queen,Late Leaving Garage,3,6,S/B,4413
2018-01-01T00:00:00Z,506,1899-12-31T06:10:00Z,Monday,roncy yard,Late Leaving Garage,10,20,E/B,4186
2018-01-01T00:00:00Z,506,1899-12-31T07:12:00Z,Monday,roncy/howard park,Late Leaving Garage,7,14,E/B,4014
2018-01-01T00:00:00Z,504,1899-12-31T08:48:00Z,Monday,Broadview and Queen,Late Leaving Garage,6,12,E/B,4455
2018-01-01T00:00:00Z,510,1899-12-31T09:07:00Z,Monday,Spadina and King,Late Leaving Garage,2,4,N/B,4449
2018-01-01T00:00:00Z,510,1899-12-31T09:12:00Z,Monday,Spadina and King,Late Leaving Garage,4,8,S/B,4420
2018-01-01T00:00:00Z,510,1899-12-31T09:15:00Z,Monday,Spadian and Queen,Late Leaving Garage,5,10,S/B,4457
2018-01-01T00:00:00Z,510,1899-12-31T09:20:00Z,Monday,Spadina and King,Late Leaving Garage,3,6,N/B,4417
2018-01-01T00:00:00Z,510,1899-12-31T09:22:00Z,Monday,Spadian and King,Late Leaving Garage,3,6,N/B,4416
2018-01-01T00:00:00Z,510,1899-12-31T09:26:00Z,Monday,Spadian and Queen,Late Leaving Garage,7,14,S/B,4430
2018-01-01T00:00:00Z,504,1899-12-31T09:26:00Z,Monday,Broadview and Queen,Late Leaving Garage,6,12,E/B,4445
2018-01-01T00:00:00Z,510,1899-12-31T09:30:00Z,Monday,Spadina and King,Late Leaving Garage,5,10,N/B,4407
2018-01-01T00:00:00Z,509,1899-12-31T09:34:00Z,Monday,Exhibition Loop,Late Leaving Garage,6,12,N/B,4405
2018-01-01T00:00:00Z,509,1899-12-31T10:00:00Z,Monday,Exhibition Loop,Late Leaving Garage,6,12,E/B,4429
2018-01-01T00:00:00Z,306,1899-12-31T01:09:00Z,Monday,Main station,Investigation,10,20,W/B,4032
2018-01-01T00:00:00Z,306,1899-12-31T01:29:00Z,Monday,Main station,Investigation,1,1,W/B,4108
2018-01-01T00:00:00Z,512,1899-12-31T18:41:00Z,Monday,St Clair and Caledonia,Investigation,24,30,E/B,4442
2018-01-01T00:00:00Z,505,1899-12-31T03:42:00Z,Monday,Dundas and Shaw,Held By,11,22,E/B,4176
2018-01-01T00:00:00Z,510,1899-12-31T04:10:00Z,Monday,Queen Street,Held By,182,192,S/B,4424
2018-01-01T00:00:00Z,504,1899-12-31T11:59:00Z,Monday,Dundas W. Stn,Held By,6,13,E/B,4440
2018-01-01T00:00:00Z,505,1899-12-31T15:02:00Z,Monday,River and dundas,Held By,6,12,E/B,4004
2018-01-01T00:00:00Z,504,1899-12-31T18:15:00Z,Monday,Roncesvalles / Galley,Held By,14,20,S/B,4440
2018-01-01T00:00:00Z,514,1899-12-31T01:54:00Z,Monday,Brant & King,Emergency Services,40,55,W/B,4445
2018-01-01T00:00:00Z,514,1899-12-31T03:00:00Z,Monday,Bathurst and King,Emergency Services,35,50,E/B,4445
2018-01-01T00:00:00Z,505,1899-12-31T22:05:00Z,Monday,Dundas and Mutual,Emergency Services,23,29,W/B,4182
2018-01-02T00:00:00Z,501,1899-12-31T01:15:00Z,Tuesday,Queen and Parl,Utilized Off Route,10,20,E/B,4157
2018-01-02T00:00:00Z,501,1899-12-31T02:00:00Z,Tuesday,Queen and Dufferin,Utilized Off Route,7,14,E/B,1602
2018-01-02T00:00:00Z,501,1899-12-31T13:54:00Z,Tuesday,yonge,Utilized Off Route,12,17,E/B,4081
2018-01-02T00:00:00Z,506,1899-12-31T20:25:00Z,Tuesday,Main station,Utilized Off Route,40,45,W/B,4052
2018-01-02T00:00:00Z,501,1899-12-31T01:07:00Z,Tuesday,Queen and Parl,Mechanical,26,36,E/B,4225
2018-01-02T00:00:00Z,505,1899-12-31T05:05:00Z,Tuesday,Broadview at Dundas,Mechanical,15,1,W/B,NA
2018-01-02T00:00:00Z,504,1899-12-31T05:55:00Z,Tuesday,Leslie Barns,Mechanical,8,12,N/B,4419
2018-01-02T00:00:00Z,501,1899-12-31T06:46:00Z,Tuesday,Queen and Roncesvalles,Mechanical,6,12,E/B,4108
2018-01-02T00:00:00Z,504,1899-12-31T07:37:00Z,Tuesday,Dundas West Stn,Mechanical,4,8,E/B,4197
2018-01-02T00:00:00Z,502,1899-12-31T10:02:00Z,Tuesday,Queen and Connaught,Mechanical,8,16,W/B,7721
2018-01-02T00:00:00Z,502,1899-12-31T10:11:00Z,Tuesday,Birchmount,Mechanical,8,16,W/B,8124
2018-01-02T00:00:00Z,501,1899-12-31T10:40:00Z,Tuesday,Queen and Silverbirch ave,Mechanical,28,34,W/B,4192
2018-01-02T00:00:00Z,501,1899-12-31T10:54:00Z,Tuesday,Queen and Roncesvalles,Mechanical,6,12,E/B,4035
2018-01-02T00:00:00Z,505,1899-12-31T11:11:00Z,Tuesday,Dundas West Stn,Mechanical,6,12,E/B,4184
2018-01-02T00:00:00Z,11,1899-12-31T11:11:00Z,Tuesday,test,Mechanical,1,1,N/B,1111
2018-01-02T00:00:00Z,501,1899-12-31T12:00:00Z,Tuesday,Neville Park Loop,Mechanical,6,12,W/B,4178
2018-01-02T00:00:00Z,501,1899-12-31T12:29:00Z,Tuesday,Queen and Connaught,Mechanical,0,12,W/B,4228
2018-01-02T00:00:00Z,504,1899-12-31T13:25:00Z,Tuesday,King / Berkley,Mechanical,33,38,W/B,4195
2018-01-02T00:00:00Z,504,1899-12-31T14:22:00Z,Tuesday,King/University,Mechanical,5,10,W/B,4074
2018-01-02T00:00:00Z,501,1899-12-31T15:15:00Z,Tuesday,Queen at Woodbine,Mechanical,6,12,E/B,4153
2018-01-02T00:00:00Z,501,1899-12-31T15:25:00Z,Tuesday,Queen at Ossington,Mechanical,12,16,W/B,4079
2018-01-02T00:00:00Z,510,1899-12-31T16:01:00Z,Tuesday,Spadina STN Spare track,Mechanical,5,10,S/B,4439
2018-01-02T00:00:00Z,504,1899-12-31T16:09:00Z,Tuesday,King / John,Mechanical,5,10,E/B,4104
2018-01-02T00:00:00Z,506,1899-12-31T17:06:00Z,Tuesday,Broadview and Gerrard,Mechanical,4,8,E/B,1399
2018-01-02T00:00:00Z,512,1899-12-31T17:36:00Z,Tuesday,Gunns Loop,Mechanical,3,6,E/B,4179
2018-01-02T00:00:00Z,3,1899-12-31T17:51:00Z,Tuesday,Richmond west os Simcoe,Mechanical,12,24,W/B,7834
2018-01-02T00:00:00Z,509,1899-12-31T18:42:00Z,Tuesday,CNE Loop,Mechanical,5,10,E/B,4454
2018-01-02T00:00:00Z,512,1899-12-31T18:46:00Z,Tuesday,St Clair and Old Weston road,Mechanical,7,12,W/B,4417
2018-01-02T00:00:00Z,504,1899-12-31T18:47:00Z,Tuesday,King/church,Mechanical,4,8,E/B,4141
2018-01-02T00:00:00Z,501,1899-12-31T20:00:00Z,Tuesday,Lakeshore and Park lawn,Mechanical,7,14,W/B,1417
2018-01-02T00:00:00Z,506,1899-12-31T20:13:00Z,Tuesday,Main station,Mechanical,50,55,W/B,4053
2018-01-02T00:00:00Z,501,1899-12-31T21:01:00Z,Tuesday,Lakeshore and Longbranch,Mechanical,6,12,W/B,1378
2018-01-02T00:00:00Z,501,1899-12-31T21:09:00Z,Tuesday,Queen and Cannought,Mechanical,6,12,W/B,4086
2018-01-02T00:00:00Z,501,1899-12-31T21:28:00Z,Tuesday,Queen and church,Mechanical,8,16,W/B,4027
2018-01-02T00:00:00Z,501,1899-12-31T21:29:00Z,Tuesday,Queen and Neville park,Mechanical,6,12,W/B,4200
2018-01-02T00:00:00Z,512,1899-12-31T23:28:00Z,Tuesday,St Clair and Lansdowne,Mechanical,1,1,E/B,4422
2018-01-02T00:00:00Z,506,1899-12-31T05:07:00Z,Tuesday,Roncesvalles Yard,Late Leaving Garage,6,12,E/B,NA
2018-01-02T00:00:00Z,505,1899-12-31T05:09:00Z,Tuesday,Dundas and Howard Park,Late Leaving Garage,8,16,E/B,4191
2018-01-02T00:00:00Z,506,1899-12-31T05:12:00Z,Tuesday,Russell Yard,Late Leaving Garage,6,12,E/B,NA
2018-01-02T00:00:00Z,505,1899-12-31T05:13:00Z,Tuesday,Dundas and Howard Park,Late Leaving Garage,8,16,E/B,4134
2018-01-02T00:00:00Z,505,1899-12-31T05:17:00Z,Tuesday,Dundas and Howard Park,Late Leaving Garage,8,16,E/B,4186
2018-01-02T00:00:00Z,506,1899-12-31T05:22:00Z,Tuesday,Roncesvalles Yard,Late Leaving Garage,6,12,E/B,NA
2018-01-02T00:00:00Z,506,1899-12-31T05:24:00Z,Tuesday,Russell Yard,Late Leaving Garage,6,12,W/B,NA
2018-01-02T00:00:00Z,512,1899-12-31T05:30:00Z,Tuesday,Leslie Barns,Late Leaving Garage,9,12,N/B,4416
2018-01-02T00:00:00Z,505,1899-12-31T05:33:00Z,Tuesday,Howard Park and Dundas,Late Leaving Garage,8,16,E/B,4127
2018-01-02T00:00:00Z,506,1899-12-31T05:36:00Z,Tuesday,Russell Yard,Late Leaving Garage,6,12,W/B,NA
2018-01-02T00:00:00Z,505,1899-12-31T05:37:00Z,Tuesday,Dundas and Howard Park,Late Leaving Garage,8,16,E/B,4182
2018-01-02T00:00:00Z,506,1899-12-31T05:40:00Z,Tuesday,Russell Yard,Late Leaving Garage,6,12,W/B,NA
2018-01-02T00:00:00Z,506,1899-12-31T05:44:00Z,Tuesday,Russell Yard,Late Leaving Garage,6,12,W/B,NA
2018-01-02T00:00:00Z,506,1899-12-31T05:45:00Z,Tuesday,Roncesvalles Yard,Late Leaving Garage,6,12,E/B,NA
2018-01-02T00:00:00Z,506,1899-12-31T05:47:00Z,Tuesday,Roncesvalles Yard.,Late Leaving Garage,6,12,E/B,NA
2018-01-02T00:00:00Z,505,1899-12-31T05:49:00Z,Tuesday,Dudnas Howard Parl,Late Leaving Garage,8,16,E/B,4089
2018-01-02T00:00:00Z,506,1899-12-31T05:53:00Z,Tuesday,Russell Yard,Late Leaving Garage,6,12,W/B,NA
2018-01-02T00:00:00Z,506,1899-12-31T05:53:00Z,Tuesday,Roncesvalles Yard,Late Leaving Garage,6,12,E/B,NA
2018-01-02T00:00:00Z,514,1899-12-31T05:58:00Z,Tuesday,Leslie Barns,Late Leaving Garage,11,18,N/B,4445
2018-01-02T00:00:00Z,506,1899-12-31T05:58:00Z,Tuesday,Russell Yard,Late Leaving Garage,6,12,W/B,NA
2018-01-02T00:00:00Z,504,1899-12-31T06:02:00Z,Tuesday,Queen at Roncesvalles,Late Leaving Garage,4,8,W/B,4077
2018-01-02T00:00:00Z,506,1899-12-31T06:04:00Z,Tuesday,Roncesvalles Yard,Late Leaving Garage,6,12,E/B,NA
2018-01-02T00:00:00Z,506,1899-12-31T06:07:00Z,Tuesday,Russell Yard,Late Leaving Garage,6,12,W/B,NA
2018-01-02T00:00:00Z,505,1899-12-31T06:09:00Z,Tuesday,Dudnas and Howard Park,Late Leaving Garage,8,16,E/B,4184
2018-01-02T00:00:00Z,506,1899-12-31T06:09:00Z,Tuesday,Ronesvalles Yard,Late Leaving Garage,6,12,E/B,NA
2018-01-02T00:00:00Z,506,1899-12-31T06:12:00Z,Tuesday,Russell Yard,Late Leaving Garage,6,12,W/B,NA
2018-01-02T00:00:00Z,506,1899-12-31T06:21:00Z,Tuesday,Roncesvalles Yard,Late Leaving Garage,6,12,E/B,NA
2018-01-02T00:00:00Z,506,1899-12-31T06:21:00Z,Tuesday,Russell Yard,Late Leaving Garage,6,12,W/B,NA
2018-01-02T00:00:00Z,504,1899-12-31T06:25:00Z,Tuesday,Queen at Roncesvalles,Late Leaving Garage,4,8,W/B,4073
2018-01-02T00:00:00Z,506,1899-12-31T06:26:00Z,Tuesday,Roncesvalles Yard,Late Leaving Garage,6,12,E/B,NA
2018-01-02T00:00:00Z,505,1899-12-31T06:27:00Z,Tuesday,Dundas and Howard Park,Late Leaving Garage,8,16,E/B,4119
2018-01-02T00:00:00Z,506,1899-12-31T06:30:00Z,Tuesday,Russell Yard,Late Leaving Garage,6,12,W/B,NA
2018-01-02T00:00:00Z,504,1899-12-31T06:32:00Z,Tuesday,Queen at Roncesvalles,Late Leaving Garage,4,8,W/B,4123
2018-01-02T00:00:00Z,506,1899-12-31T06:36:00Z,Tuesday,Roncesvalles Yard,Late Leaving Garage,6,12,E/B,NA
2018-01-02T00:00:00Z,506,1899-12-31T06:37:00Z,Tuesday,Russell Yard,Late Leaving Garage,6,12,W/B,NA
2018-01-02T00:00:00Z,506,1899-12-31T06:40:00Z,Tuesday,Roncesvalle Yard,Late Leaving Garage,6,12,E/B,NA
2018-01-02T00:00:00Z,504,1899-12-31T06:44:00Z,Tuesday,Queen at Roncesvalles,Late Leaving Garage,4,8,W/B,4195
2018-01-02T00:00:00Z,506,1899-12-31T06:45:00Z,Tuesday,Russell Yard,Late Leaving Garage,6,12,W/B,NA
2018-01-02T00:00:00Z,506,1899-12-31T06:49:00Z,Tuesday,Roncesvalles Yard,Late Leaving Garage,6,12,E/B,NA
2018-01-02T00:00:00Z,506,1899-12-31T07:00:00Z,Tuesday,Russell Yard,Late Leaving Garage,6,12,W/B,NA
2018-01-02T00:00:00Z,506,1899-12-31T07:04:00Z,Tuesday,Russell Yard,Late Leaving Garage,6,12,W/B,NA
2018-01-02T00:00:00Z,501,1899-12-31T07:05:00Z,Tuesday,Queen and Roncesvalles,Late Leaving Garage,8,16,E/B,4192
2018-01-02T00:00:00Z,506,1899-12-31T07:06:00Z,Tuesday,Roncesvalles Yars,Late Leaving Garage,6,12,E/B,NA
2018-01-02T00:00:00Z,506,1899-12-31T07:11:00Z,Tuesday,Russell Yard,Late Leaving Garage,6,12,W/B,NA
2018-01-02T00:00:00Z,506,1899-12-31T07:15:00Z,Tuesday,Roncesvalles Yard,Late Leaving Garage,6,12,E/B,NA
2018-01-02T00:00:00Z,506,1899-12-31T07:28:00Z,Tuesday,Roncesvalles Yard,Late Leaving Garage,6,12,E/B,NA
2018-01-02T00:00:00Z,504,1899-12-31T14:05:00Z,Tuesday,Roncy/Queen,Late Leaving Garage,2,5,W/B,4105
2018-01-02T00:00:00Z,514,1899-12-31T14:43:00Z,Tuesday,King/parliament,Late Leaving Garage,10,15,W/B,NA
2018-01-02T00:00:00Z,506,1899-12-31T15:38:00Z,Tuesday,Roncesvalles Yard.,Late Leaving Garage,6,12,E/B,NA
2018-01-02T00:00:00Z,505,1899-12-31T07:25:00Z,Tuesday,Dundas at Broadview,Investigation,6,12,E/B,4193
2018-01-02T00:00:00Z,505,1899-12-31T09:28:00Z,Tuesday,Broadview station,Investigation,6,12,E/B,8067
2018-01-02T00:00:00Z,506,1899-12-31T12:46:00Z,Tuesday,Gerrard and Sackville,Investigation,5,10,W/B,1403
2018-01-02T00:00:00Z,512,1899-12-31T16:42:00Z,Tuesday,St Clair and Bathurst,Investigation,6,11,W/B,4423
2018-01-02T00:00:00Z,506,1899-12-31T16:47:00Z,Tuesday,Degrassi and Gerrard,Investigation,4,8,E/B,1347
2018-01-02T00:00:00Z,514,1899-12-31T13:35:00Z,Tuesday,Berkley / King,Held By,23,38,W/B,4409
2018-01-02T00:00:00Z,501,1899-12-31T15:28:00Z,Tuesday,Both ways Queen 501,General Delay,12,18,W/B,NA
2018-01-03T00:00:00Z,501,1899-12-31T00:57:00Z,Wednesday,Queen Roncy,Utilized Off Route,8,16,W/B,1278
2018-01-03T00:00:00Z,505,1899-12-31T08:01:00Z,Wednesday,Dundas West Stn,Utilized Off Route,6,12,E/B,4094
2018-01-03T00:00:00Z,501,1899-12-31T21:19:00Z,Wednesday,Queen and Dufferin,Utilized Off Route,5,10,W/B,1002
2018-01-03T00:00:00Z,506,1899-12-31T00:42:00Z,Wednesday,High Park Loop,Mechanical,20,29,E/B,4143
2018-01-03T00:00:00Z,511,1899-12-31T01:39:00Z,Wednesday,Bathurst and Wellington,Mechanical,10,20,N/B,8322
2018-01-03T00:00:00Z,505,1899-12-31T05:16:00Z,Wednesday,Dundas At Broadview,Mechanical,8,0,W/B,NA
2018-01-03T00:00:00Z,514,1899-12-31T05:58:00Z,Wednesday,Leslie Barns,Mechanical,27,18,N/B,4405
2018-01-03T00:00:00Z,504,1899-12-31T06:44:00Z,Wednesday,Broadview & Queen,Mechanical,42,46,S/B,4034
2018-01-03T00:00:00Z,501,1899-12-31T07:04:00Z,Wednesday,Lakeshore and Parklawn,Mechanical,6,12,W/B,1058
2018-01-03T00:00:00Z,501,1899-12-31T07:09:00Z,Wednesday,Queen and River st,Mechanical,6,12,W/B,4143
2018-01-03T00:00:00Z,501,1899-12-31T07:12:00Z,Wednesday,Queen and Logan,Mechanical,16,22,W/B,4161
2018-01-03T00:00:00Z,510,1899-12-31T09:10:00Z,Wednesday,Spadina At King,Mechanical,4,7,N/B,NA
2018-01-03T00:00:00Z,501,1899-12-31T09:11:00Z,Wednesday,Queen and Palmerston,Mechanical,16,22,W/B,4047
2018-01-03T00:00:00Z,510,1899-12-31T09:12:00Z,Wednesday,Spadian at King,Mechanical,7,15,N/B,NA
2018-01-03T00:00:00Z,509,1899-12-31T11:26:00Z,Wednesday,Exhibition Loop,Mechanical,7,14,E/B,4407
2018-01-03T00:00:00Z,505,1899-12-31T11:31:00Z,Wednesday,Broadview Stn,Mechanical,6,12,W/B,4190
2018-01-03T00:00:00Z,501,1899-12-31T12:31:00Z,Wednesday,NA,Mechanical,6,12,E/B,4200
2018-01-03T00:00:00Z,512,1899-12-31T12:35:00Z,Wednesday,Gunns Loop,Mechanical,4,8,E/B,4003
2018-01-03T00:00:00Z,512,1899-12-31T15:00:00Z,Wednesday,Oakwood Loop  St Clair,Mechanical,4,8,E/B,4410
2018-01-03T00:00:00Z,501,1899-12-31T15:23:00Z,Wednesday,Queensway Garage,Mechanical,15,30,E/B,8541
2018-01-03T00:00:00Z,501,1899-12-31T16:51:00Z,Wednesday,Neville loop,Mechanical,6,12,W/B,4024
2018-01-03T00:00:00Z,504,1899-12-31T20:50:00Z,Wednesday,King/Bay,Mechanical,34,39,W/B,4189
2018-01-03T00:00:00Z,501,1899-12-31T21:11:00Z,Wednesday,Queen and Roncy,Mechanical,5,10,E/B,4106
2018-01-03T00:00:00Z,511,1899-12-31T22:30:00Z,Wednesday,Bathurst and CNE Loop,Mechanical,5,10,S/B,1399
2018-01-03T00:00:00Z,504,1899-12-31T22:55:00Z,Wednesday,King/Bay,Mechanical,29,31,W/B,4123
2018-01-03T00:00:00Z,504,1899-12-31T04:56:00Z,Wednesday,Queen at Roncesvalles,Late Leaving Garage,4,8,E/B,4139
2018-01-03T00:00:00Z,501,1899-12-31T05:06:00Z,Wednesday,Queen and Roncy,Late Leaving Garage,8,16,E/B,4096
2018-01-03T00:00:00Z,504,1899-12-31T05:16:00Z,Wednesday,Queen at Roncy,Late Leaving Garage,4,8,E/B,4029
2018-01-03T00:00:00Z,505,1899-12-31T05:17:00Z,Wednesday,Russell Yard,Late Leaving Garage,6,12,W/B,NA
2018-01-03T00:00:00Z,505,1899-12-31T05:25:00Z,Wednesday,Russell Yard,Late Leaving Garage,6,12,W/B,NA
2018-01-03T00:00:00Z,505,1899-12-31T05:31:00Z,Wednesday,Russell Yard,Late Leaving Garage,6,12,W/B,NA
2018-01-03T00:00:00Z,505,1899-12-31T05:33:00Z,Wednesday,Dundas and Howard Park,Late Leaving Garage,8,16,E/B,4048
2018-01-03T00:00:00Z,506,1899-12-31T05:35:00Z,Wednesday,Roncesvalles Yard,Late Leaving Garage,6,12,E/B,NA
2018-01-03T00:00:00Z,506,1899-12-31T05:36:00Z,Wednesday,Russell Yard,Late Leaving Garage,6,12,E/B,NA
2018-01-03T00:00:00Z,505,1899-12-31T05:37:00Z,Wednesday,Russell Yard,Late Leaving Garage,6,12,W/B,NA
2018-01-03T00:00:00Z,506,1899-12-31T05:40:00Z,Wednesday,Roncesvalles Yard,Late Leaving Garage,6,12,E/B,NA
2018-01-03T00:00:00Z,505,1899-12-31T05:42:00Z,Wednesday,Russell Yard,Late Leaving Garage,6,12,W/B,NA
2018-01-03T00:00:00Z,506,1899-12-31T05:44:00Z,Wednesday,Russell Yard,Late Leaving Garage,6,12,E/B,NA
2018-01-03T00:00:00Z,506,1899-12-31T05:45:00Z,Wednesday,Roncesvalles Yard,Late Leaving Garage,6,12,E/B,NA
2018-01-03T00:00:00Z,506,1899-12-31T05:47:00Z,Wednesday,Roncesvalles Yard,Late Leaving Garage,6,12,E/B,NA
2018-01-03T00:00:00Z,506,1899-12-31T05:53:00Z,Wednesday,Roncesvalles Yard,Late Leaving Garage,6,12,E/B,NA
2018-01-03T00:00:00Z,506,1899-12-31T05:53:00Z,Wednesday,Russell Yard,Late Leaving Garage,6,12,E/B,NA
2018-01-03T00:00:00Z,506,1899-12-31T05:58:00Z,Wednesday,Russell Yard,Late Leaving Garage,6,12,E/B,NA
2018-01-03T00:00:00Z,506,1899-12-31T06:04:00Z,Wednesday,Roncesvalles Yard,Late Leaving Garage,6,12,E/B,NA
2018-01-03T00:00:00Z,506,1899-12-31T06:07:00Z,Wednesday,Russell Yard,Late Leaving Garage,6,12,E/B,NA
2018-01-03T00:00:00Z,506,1899-12-31T06:09:00Z,Wednesday,Roncesvalles Yard,Late Leaving Garage,6,12,E/B,NA
2018-01-03T00:00:00Z,506,1899-12-31T06:12:00Z,Wednesday,Russell Yard,Late Leaving Garage,6,12,E/B,NA
2018-01-03T00:00:00Z,506,1899-12-31T06:21:00Z,Wednesday,Russell Yard,Late Leaving Garage,6,12,E/B,NA
2018-01-03T00:00:00Z,506,1899-12-31T06:21:00Z,Wednesday,Roncesvalles Yard,Late Leaving Garage,6,12,E/B,NA
2018-01-03T00:00:00Z,505,1899-12-31T06:23:00Z,Wednesday,Russell Yard,Late Leaving Garage,6,12,W/B,NA
2018-01-03T00:00:00Z,504,1899-12-31T06:25:00Z,Wednesday,Queen at Roncy,Late Leaving Garage,4,8,E/B,4012
2018-01-03T00:00:00Z,506,1899-12-31T06:26:00Z,Wednesday,Roncesvalles Yard,Late Leaving Garage,6,12,E/B,NA
2018-01-03T00:00:00Z,506,1899-12-31T06:30:00Z,Wednesday,Russell Yard,Late Leaving Garage,6,12,E/B,NA
2018-01-03T00:00:00Z,504,1899-12-31T06:30:00Z,Wednesday,Queen at Roncesvalles,Late Leaving Garage,4,8,E/B,4078
2018-01-03T00:00:00Z,504,1899-12-31T06:32:00Z,Wednesday,Queen at Roncy,Late Leaving Garage,4,8,E/B,4197
2018-01-03T00:00:00Z,506,1899-12-31T06:36:00Z,Wednesday,Roncesvalles Yard,Late Leaving Garage,6,12,E/B,NA
2018-01-03T00:00:00Z,506,1899-12-31T06:37:00Z,Wednesday,Russell Yard,Late Leaving Garage,6,12,E/B,NA
2018-01-03T00:00:00Z,506,1899-12-31T06:40:00Z,Wednesday,Roncesvalles Yard,Late Leaving Garage,6,12,E/B,NA
2018-01-03T00:00:00Z,506,1899-12-31T06:45:00Z,Wednesday,Russell Yard,Late Leaving Garage,6,12,E/B,NA
2018-01-03T00:00:00Z,506,1899-12-31T06:49:00Z,Wednesday,Roncesvalles yard,Late Leaving Garage,6,12,E/B,NA
2018-01-03T00:00:00Z,506,1899-12-31T07:00:00Z,Wednesday,Russell Yard,Late Leaving Garage,6,12,E/B,NA
2018-01-03T00:00:00Z,506,1899-12-31T07:04:00Z,Wednesday,Russell Yard,Late Leaving Garage,6,12,E/B,NA
2018-01-03T00:00:00Z,506,1899-12-31T07:06:00Z,Wednesday,Roncesvalles Yard,Late Leaving Garage,6,12,E/B,NA
2018-01-03T00:00:00Z,506,1899-12-31T07:11:00Z,Wednesday,Russell Yard,Late Leaving Garage,6,12,E/B,NA
2018-01-03T00:00:00Z,506,1899-12-31T07:15:00Z,Wednesday,Roncesvalles Yard,Late Leaving Garage,6,12,E/B,NA
2018-01-03T00:00:00Z,506,1899-12-31T07:28:00Z,Wednesday,Roncesvalles Yard,Late Leaving Garage,6,12,E/B,NA
2018-01-03T00:00:00Z,506,1899-12-31T15:38:00Z,Wednesday,Roncesvalles Yard,Late Leaving Garage,6,12,E/B,NA
